"outlierScore","ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
0.887863807157296,10869,229.88,0,200,0,0,0,0,0,210.6,0,219,0,0,0,0,0,272.44,0,219,0,0,0,0,0,189.77,0,220,0,0,0,0,0,266.34,0,224,0,0,0,0,0,226.24,0,222,0,0,0,0,0
0.841629923656399,85534,11.04,0,205,0,0,0,0,0,10.7,0,230,0,0,0,0,0,10.15,0,225,0,0,0,0,0,9.99,0,207,0,0,0,0,0,11.72,0,231,0,0,0,0,0,12.12,0,220,0,0,0,0,0
0.839960261062142,70547,55.12,0,204,0,0,0,0,0,62.64,0,196,0,0,0,0,0,51.91,0,217,0,0,0,0,0,62.08,0,241,0,0,0,0,0,44.22,0,205,0,0,0,0,0,52.09,0,232,0,0,0,0,0
0.83567756635995,36726,109.4,0,216,0,0,0,0,0,102.76,0,250,0,0,0,0,0,105.29,0,214,0,0,0,0,0,96.63,0,196,0,0,0,0,0,130.27,0,191,0,0,0,0,0,125.54,0,228,0,0,0,0,0
0.824448644473474,78040,51.52,0,203,0,0,0,0,0,56.76,0,174,0,0,0,0,0,47.52,0,226,0,0,0,0,0,47.72,0,181,0,0,0,0,0,52.21,0,172,0,0,0,0,0,58.79,0,239,0,0,0,0,0
0.821385358049716,88586,152.18,0,215,0,0,0,0,0,151.09,0,222,0,0,0,0,0,126.01,0,211,0,0,0,0,0,150.16,0,183,0,0,0,0,0,147.7,0,180,0,0,0,0,0,158.26,0,242,0,0,0,0,0
0.820594148675549,76716,147.19,0,214,0,0,0,0,0,174.61,0,245,0,0,0,0,0,168.02,0,180,0,0,0,0,0,121.2,0,190,0,0,0,0,0,124.93,0,175,0,0,0,0,0,164.18,0,217,0,0,0,0,0
0.807056447691554,35151,52.29,0,178,0,0,0,0,0,45.03,0,144,0,0,0,0,0,46.52,0,203,0,0,0,0,0,52.87,0,205,0,0,0,0,0,48.42,0,147,0,0,0,0,0,57.56,0,206,0,0,0,0,0
0.805805990324072,52684,212.25,0,192,0,0,0,0,0,251.31,0,171,0,0,0,0,0,177.86,0,213,0,0,0,0,0,254.21,0,192,0,0,0,0,0,176.29,0,220,0,0,0,0,0,242.17,0,229,0,0,0,0,0
0.797218910762309,31463,251.76,0,190,0,0,0,0,0,296.89,0,223,0,0,0,0,0,299.22,0,208,0,0,0,0,0,272.79,0,202,0,0,0,0,0,291.91,0,172,0,0,0,0,0,258.58,0,203,0,0,0,0,0
0.789423392454775,33312,108.24,0,199,0,0,0,0,0,87.1,0,178,0,0,0,0,0,93.94,0,183,0,0,0,0,0,110.81,0,225,0,0,0,0,0,101.94,0,217,0,0,0,0,0,104.08,0,230,0,0,0,0,0
0.769536221688646,10411,241.16,0,180,0,0,0,0,0,250.81,0,144,0,0,0,0,0,278.25,0,190,0,0,0,0,0,204.81,0,153,0,0,0,0,0,213.79,0,212,0,0,0,0,0,285.84,0,208,0,0,0,0,0
0.756474429522342,97711,6.55,0,0,0,0,0,0,0,7.01,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,7.06,0,0,0,0,0,0,0,6.53,0,0,0,0,0,0,0
0.754521405699548,27733,13.89,0,0,0,0,0,0,0,15.53,0,0,0,0,0,0,0,12.34,0,0,0,0,0,0,0,15.46,0,0,0,0,0,0,0,14.73,0,0,0,0,0,0,0,14.61,0,0,0,0,0,0,0
0.750870966066967,15917,174.38,0,171,0,0,0,0,0,201.17,0,138,0,0,0,0,0,207.56,0,199,0,0,0,0,0,162.1,0,196,0,0,0,0,0,184.77,0,169,0,0,0,0,0,204.29,0,137,0,0,0,0,0
