"outlierScore","ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
0.881274351238746,40412,17859.99,1460,3345,6237.15,5780.81,1294.81,3827.87,0,19896.12,1673,3788,7008.14,6894.24,1485.92,3827.87,0,15232.25,1710,3524,6034.62,4642.23,1357.42,3827.87,0,6555.36,458,1047,2192.8,1737.79,460.36,3827.87,0,6163.58,570,1426,1950.33,1999.35,633.74,3827.87,0,6581.54,652,1281,2153.46,2613.18,498.72,3827.87,0
0.864513690285154,8222,17738.4,1498,1080,2135.56,3796.88,756.05,3058.8,0,15528.21,1777,1000,2184.57,3366.07,672.73,3058.8,0,15777.09,1490,876,1764.11,4178.88,748.5,3058.8,0,7480.31,658,364,707.79,1355.94,256.6,3058.8,0,8718.95,485,365,1036.01,1500.72,283.29,3058.8,0,8342.09,733,459,811.27,1451.16,291.21,3058.8,0
0.860638775604567,23424,16482.52,1506,3170,7055.96,5213,1114.66,6198.33,0,19727.54,1581,2714,7804.68,4454.29,1068.55,6198.33,0,16304.16,1624,3656,8339.4,5150.76,1295.19,6198.33,0,7033.89,497,1202,3123.2,1926.09,489.06,6198.33,0,5154.23,542,1575,2380.11,1712.83,493.88,6198.33,0,8217.94,699,978,2846.57,2123.72,396.35,6198.33,0
0.855105652552818,72338,16609.03,1516,3136,7089.62,5682.31,1501.87,5327.83,0,15848.68,1813,2602,7835.5,6604.95,1361.91,5327.83,0,16298.82,1448,3364,6635.33,5893.12,1561.57,5327.83,0,7825.55,572,1108,2872.58,1895.02,504.38,5327.83,0,6092,746,1105,2274.89,2558.6,633.08,5327.83,0,8222.2,553,1479,2476.09,2739.71,562.4,5327.83,0
0.854571418001535,37370,16035.17,1479,2366,2000.26,1819.12,698.8,3102.25,0,19176.14,1772,1955,1935.63,1940.54,593.51,3102.25,0,16350.45,1613,2298,1674.43,1474.01,767.56,3102.25,0,6883.92,696,1015,776.94,609.46,281.18,3102.25,0,7866.96,672,1072,909.07,774.39,225.39,3102.25,0,5753.99,509,1147,772.75,600.6,217.47,3102.25,0
0.84895813135234,13220,15598.14,1464,3548,5744.56,6008.09,1249.24,5816.24,0,12965.08,1691,3413,6834.79,5822.03,1437.75,5816.24,0,13166.6,1559,3297,5420.35,6309.43,1379.38,5816.24,0,5746.94,520,1148,2092.51,2246.08,593.84,5816.24,0,7453.6,496,1300,2119.47,2669.41,589.53,5816.24,0,7465.21,499,1373,2830.24,1921.41,494.08,5816.24,0
0.848888152888682,84182,18308.74,1456,2958,5548.45,6536.22,1537.63,5966.28,0,15012.8,1403,2733,6348.03,7014.6,1507.99,5966.28,0,16686.06,1257,3198,5433.35,7595.87,1532.89,5966.28,0,9035.23,565,912,2632.2,2417.14,759.47,5966.28,0,7163.93,556,1077,2424.05,3017.79,461.7,5966.28,0,6594.29,449,1080,1728.59,2788.7,562.07,5966.28,0
0.835924535458849,49015,17143.59,1490,1430,2424.04,1408.86,1434.75,4789.71,0,14293.2,1346,1628,2305.23,1543.36,1716.02,4789.71,0,15893.54,1599,1250,2319.42,1453.69,1595.94,4789.71,0,5667.94,645,641,946.94,452.75,679.51,4789.71,0,7149.54,686,506,999.48,660.57,463.68,4789.71,0,6509.65,727,444,840.09,442.69,529.21,4789.71,0
0.835391775220413,95148,16325.22,1508,3846,5289.78,4005.11,1039.32,7311.69,0,18690.15,1609,4491,4303.16,3220.97,934.05,7311.69,0,19315.47,1788,4022,4262.86,3528.06,1209.39,7311.69,0,6481.5,482,1807,2480.99,1926.14,431.27,7311.69,0,7671.18,473,1235,2460.88,1701,313.41,7311.69,0,6083.15,721,1576,2537.23,1416.25,481.46,7311.69,0
0.831219055808738,22887,17042.16,1529,2479,1052.04,2665.99,610.86,7896.14,0,20443.06,1738,2549,968.8,2722.34,614.97,7896.14,0,19739.11,1547,1996,977.61,2263.52,544.42,7896.14,0,5654.85,522,1099,508.65,1228.08,285.62,7896.14,0,5919.15,474,968,472.03,1184.64,286.4,7896.14,0,5815.11,759,1049,396.06,1332.11,223.31,7896.14,0
0.828174284188877,60382,17220.62,1495,2573,4193.35,5612.29,1549.74,6922.4,0,17017.66,1486,2828,3647.75,6017.64,1852.48,6922.4,0,16865.61,1767,2375,4977.08,6321.4,1585.45,6922.4,0,5684.17,690,897,1402.03,2799.17,613.2,6922.4,0,6778.13,488,979,1552.89,1731.78,577.73,6922.4,0,5655.19,668,1087,1990.86,1828.13,567.34,6922.4,0
0.82161159362682,52905,17436.48,1528,1665,1147.37,2544.65,838.05,3616.96,0,19256.44,1817,1609,1104.99,2798.26,708.05,3616.96,0,17228.17,1377,1395,1225.98,2257.61,861.01,3616.96,0,5926,468,547,513.44,890.1,300.26,3616.96,0,5952.37,570,814,403.74,948.94,352.33,3616.96,0,6988,644,754,463.03,1234.07,369.11,3616.96,0
0.821043770893303,48769,16859.07,1500,2150,6681.17,3346.34,1316.07,7722.51,0,16578.39,1727,2430,6960.82,3972.32,1135.09,7722.51,0,17712.34,1479,2375,7103.45,3584.38,1575.77,7722.51,0,6979.86,602,692,2254.56,1158.97,573.26,7722.51,0,6984.9,618,801,2122.31,1487.98,511.95,7722.51,0,7308.08,542,810,2738.86,1451.79,543.39,7722.51,0
0.820815392837093,57233,16336.96,1485,1906,1691.28,2365.41,903.3,3036.14,0,14030.37,1486,1557,1642.49,2391.9,1050.91,3036.14,0,13811.1,1686,1737,1883.36,1937.8,968.63,3036.14,0,5887.51,652,577,734.17,879.32,410.41,3036.14,0,6509.91,660,704,603.75,888.04,275.82,3036.14,0,6345.54,648,934,546.18,1001.53,273.69,3036.14,0
0.808922134801823,79248,16208.14,1496,3268,3795.46,5901.7,1579.33,6480.81,0,18046.15,1768,3001,4096.69,4886.01,1350.76,6480.81,0,15685.48,1507,3300,4435.57,4794.98,1894.53,6480.81,0,6807.46,466,1014,1436.54,2558.28,701.14,6480.81,0,4947.06,455,1032,1333.67,2026.54,571.59,6480.81,0,5694.92,692,1276,1193.55,2472.66,734.09,6480.81,0
0.806994837059905,57046,16764.51,1567,3605,6132.98,5533.6,719.22,4626.67,0,19806.19,1683,2888,6816.26,5187.58,697.37,4626.67,0,16319.98,1833,3881,7173.82,4580.71,745.96,4626.67,0,8053.69,507,1185,2413.63,2258.27,350.89,4626.67,0,7286.77,620,1738,2005.59,1941.76,305.15,4626.67,0,5993.91,582,1459,2513.94,2297.3,247.31,4626.67,0
0.801626738477269,86911,17037.52,1481,1954,8777.76,7887.82,1142.01,5131.5,0,20044.33,1186,1768,7448.57,8116.1,1187.07,5131.5,0,14532.85,1700,2243,7654.52,9222.95,1188.84,5131.5,0,6924.4,543,594,3988.17,3828.8,442.06,5131.5,0,7132.48,653,600,2992.93,2755.67,445.95,5131.5,0,6985.79,600,770,3530.82,3264.42,460.32,5131.5,0
0.799563207379662,60066,16881.05,1580,3163,5338.89,5247.4,969.1,7743.32,0,17769.61,1867,2625,5466.25,5753.07,1086.17,7743.32,0,14685.26,1473,3423,4798.93,6091.72,1024.55,7743.32,0,7887.3,571,1459,2553.33,1587.42,350.24,7743.32,0,5503.13,506,1115,2116.56,2418.96,310.95,7743.32,0,8433.1,564,1208,2661.55,2300.56,423.65,7743.32,0
0.795478224223654,56869,17513.59,1490,1539,2393.92,1003.97,1108.15,5487.19,0,17488.88,1332,1666,2749.77,804.87,978.19,5487.19,0,19600.45,1316,1448,2763.19,1150.44,1091.87,5487.19,0,7399,639,738,760.5,452.64,455.87,5487.19,0,8290.43,588,544,767.17,383.89,363.36,5487.19,0,7738.88,687,578,959.94,389.2,435.61,5487.19,0
0.791650551224231,83174,16544.86,1494,2808,6749.4,5875.72,1345.22,3366.87,0,17224.8,1610,2906,7304.78,4933.84,1400.94,3366.87,0,13835.9,1210,2527,7703.32,6613.91,1594.61,3366.87,0,7850.16,511,1016,2433.36,2150.09,406.62,3366.87,0,7521.71,528,890,2245.22,2882.89,418.64,3366.87,0,6713.15,691,1290,3191.35,2339.91,520.6,3366.87,0
