"ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
9,185.4,0,91,0,0,0,0,0,219,0,92,0,0,0,0,0,220.2,0,95,0,0,0,0,0,171,0,102,0,0,0,0,0,177.99,0,82,0,0,0,0,0,171.96,0,106,0,0,0,0,0
15,86.53,0,80,0,0,0,0,0,89.33,0,75,0,0,0,0,0,79.89,0,92,0,0,0,0,0,98.74,0,94,0,0,0,0,0,72.13,0,67,0,0,0,0,0,103.5,0,73,0,0,0,0,0
57,100.43,0,66,0,0,0,0,0,85.32,0,60,0,0,0,0,0,89,0,61,0,0,0,0,0,120.47,0,75,0,0,0,0,0,87.54,0,64,0,0,0,0,0,102.56,0,55,0,0,0,0,0
73,210.49,0,96,0,0,0,0,0,243.75,0,89,0,0,0,0,0,230.41,0,87,0,0,0,0,0,220.39,0,107,0,0,0,0,0,222.53,0,87,0,0,0,0,0,186.78,0,97,0,0,0,0,0
93,106.44,0,101,0,0,0,0,0,123.12,0,85,0,0,0,0,0,86.01,0,117,0,0,0,0,0,103.57,0,91,0,0,0,0,0,106.33,0,96,0,0,0,0,0,97.67,0,92,0,0,0,0,0
149,79.9,0,130,0,0,0,0,0,69.38,0,145,0,0,0,0,0,72.82,0,155,0,0,0,0,0,75.77,0,149,0,0,0,0,0,83.15,0,107,0,0,0,0,0,66.36,0,117,0,0,0,0,0
153,206.23,0,102,0,0,0,0,0,189.11,0,89,0,0,0,0,0,227.64,0,103,0,0,0,0,0,226.65,0,105,0,0,0,0,0,194.57,0,93,0,0,0,0,0,236.79,0,90,0,0,0,0,0
164,108,0,103,0,0,0,0,0,104.37,0,101,0,0,0,0,0,87.86,0,89,0,0,0,0,0,90.83,0,110,0,0,0,0,0,102.42,0,102,0,0,0,0,0,104.92,0,120,0,0,0,0,0
182,63.82,0,147,0,0,0,0,0,62.03,0,140,0,0,0,0,0,66.8,0,144,0,0,0,0,0,60.84,0,120,0,0,0,0,0,51.44,0,130,0,0,0,0,0,60,0,118,0,0,0,0,0
184,189.23,0,91,0,0,0,0,0,209.22,0,87,0,0,0,0,0,151.67,0,77,0,0,0,0,0,210.91,0,76,0,0,0,0,0,224.22,0,82,0,0,0,0,0,183.12,0,81,0,0,0,0,0
