"outlierScore","ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
0.775335132752068,95506,417.38,0,37,31.9,28.08,480.73,2696.47,14195.55,335.15,0,40,37.72,26.46,538.32,2696.47,16194.74,481.44,0,42,34.36,29.42,462.28,2696.47,13285.65,390.22,0,38,31.69,22.62,423.77,2696.47,13448.9,355.56,0,43,30.76,25.45,516.45,2696.47,16732.58,378.36,0,30,33.57,24.55,445.72,2696.47,14319.89
0.773875068260426,71816,216.56,0,48,88.03,73.07,440.31,2311.83,11389.67,248.14,0,42,100.55,59.64,523.26,2311.83,12331.91,233.42,0,57,81.65,80.99,370.69,2311.83,9219.48,204.44,0,46,71.86,87.33,462.8,2311.83,13467.4,199.71,0,50,87.08,68.07,444.97,2311.83,9973.39,230.52,0,41,89.84,81.8,500.77,2311.83,13592.8
0.747782096421556,51493,267.52,0,28,57.5,17.6,485.57,2498.82,10964.5,276.36,0,28,64.27,20.65,539.58,2498.82,12900.49,266.17,0,24,54.45,15.76,488.97,2498.82,9839.36,228.1,0,26,58.59,14.12,425.82,2498.82,8810.46,251.29,0,32,57.28,15.5,455.79,2498.82,13073.09,264.41,0,26,59.73,19.88,551.74,2498.82,10007.08
0.747332585553135,7700,384.65,0,46,43.77,36.53,439.29,1141.63,12718.87,382.69,0,50,40.6,38.91,466.25,1141.63,15085.2,353.25,0,42,39.72,40.21,390.58,1141.63,11415.11,420.39,0,40,35.39,35.7,441.85,1141.63,14876.19,450.91,0,47,49.46,32.62,384.25,1141.63,12878.05,381.83,0,52,52.24,41.78,390.58,1141.63,11806.66
0.746794941959677,44581,298.56,0,33,36.5,46.11,355.08,1361.28,12467.2,249.18,0,32,43.2,47.48,346.02,1361.28,10345.17,351.77,0,28,36.91,46.58,320.98,1361.28,10606.17,282.22,0,36,37.36,49.85,372.16,1361.28,9998.13,286.51,0,34,41.78,44.35,371.98,1361.28,11396.55,341.71,0,34,40.72,51.02,380.22,1361.28,14641.9
0.743514988287725,48427,238.07,0,66,75.54,46.41,427.88,522.71,10123.23,239.24,0,73,66.36,40.03,354.13,522.71,11764.21,258.22,0,68,87.8,55.32,441.74,522.71,9765.21,228.71,0,63,71.89,49.99,388.71,522.71,11919.22,230.22,0,59,64.23,42.35,399.27,522.71,9568.98,242.22,0,78,69.55,46.18,422.25,522.71,8544.33
0.742094770995988,49652,229.4,0,52,34.53,86.88,368.88,1435.41,13583.3,251.25,0,60,30.85,71.06,366.6,1435.41,14818.83,224.69,0,49,41.17,100.94,440.4,1435.41,15466.2,252.75,0,44,33.99,77.1,411.98,1435.41,14391.82,216.66,0,50,37.16,72.32,414.52,1435.41,16040.6,208.96,0,52,33.02,87.51,399.5,1435.41,11989.32
0.739452603819575,31465,260.68,0,32,18.55,62.29,277.32,479.67,8788.99,297.71,0,29,17.02,60.61,326.48,479.67,8559.99,268.49,0,33,18.74,72.53,257.77,479.67,8421.27,293.62,0,29,17.3,63.01,292.72,479.67,8523.32,249.94,0,29,20.42,55.94,290.09,479.67,9608.85,273.14,0,26,20.59,67.7,249.58,479.67,10021.44
0.739161951766235,69318,225.02,0,43,47.19,51.12,355.61,1508,11311.55,195.83,0,48,45.61,47.88,334.73,1508,13548.96,269.26,0,49,39.04,57.31,379.87,1508,10037.31,266.28,0,45,54.57,59.22,415.48,1508,9177.69,260.44,0,35,52.35,43.57,351.27,1508,13164.27,211.92,0,37,54.85,48.03,331.49,1508,12988.19
0.73665152807657,80545,185.28,0,59,69.1,51.6,446.55,2788.94,10275.21,174.24,0,52,56.28,46.3,369.89,2788.94,11562.13,159.55,0,57,79.01,60.77,408.67,2788.94,8512.06,167.68,0,60,58.15,50.14,458.93,2788.94,11091.27,184.83,0,66,55.31,48.7,496.74,2788.94,8538.79,197.3,0,58,72.76,60.89,400.28,2788.94,12284.92
