"ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
3,272131.66,5056,5552,8194.89,7730.85,1152.11,3477.83,0,257864.14,5085,6024,6611.36,6585.82,982.59,3477.83,0,258436.63,4380,4950,8137.43,7508.19,947.25,3477.83,0,293687.1,4320,4848,8257.88,8072.85,1055.75,3477.83,0,227679.82,4704,4718,8858.91,7820.03,1158.38,3477.83,0,281697.51,4255,4944,8468.09,9001.09,1335.24,3477.83,0
4,325854.37,4935,4877,8432.14,18326.89,1079.8,2894.6,0,349635.32,5457,4043,7573.88,17885.15,1070.19,2894.6,0,387187.7,5152,5579,9444.99,16371.05,933.26,2894.6,0,295132.04,5544,5764,7691.2,18654.43,1045.33,2894.6,0,349118.22,3991,5483,8890.37,17324.26,1080.75,2894.6,0,320892.53,5567,5209,8273.34,17817.93,1264.45,2894.6,0
14,113615.1,5016,5113,6796.79,13873.58,828.17,2450.14,0,129706.39,4846,5844,5598.44,13473.87,908.12,2450.14,0,100285.56,5286,5921,5461.49,14805.14,958.98,2450.14,0,119518.86,5624,4297,6981.46,12790.52,899.37,2450.14,0,98167.9,4106,5671,5559.3,15711.57,755.16,2450.14,0,117181.77,4990,4478,7443.72,16119.26,768.86,2450.14,0
19,250900.64,5016,5155,6940.94,10146.56,572.16,2606.52,0,261621.58,4539,6105,7808.77,9962.16,639.55,2606.52,0,263907.15,5751,5303,6273.04,8911.73,548.27,2606.52,0,212760.27,5137,4896,7204.09,10481.89,588.07,2606.52,0,278172.01,4801,5195,6897.33,11819.9,571.41,2606.52,0,266760.41,4388,4823,7809.93,11940.29,466.68,2606.52,0
22,123787.89,4924,3732,20189.69,16764.15,1094.79,2244.25,0,115237.47,5507,3409,22074,17068.8,1199.81,2244.25,0,145526.07,5294,4049,22345.31,17435.12,1092.78,2244.25,0,110412.78,4341,4192,22929.24,13599.15,905.14,2244.25,0,134507.37,4046,3995,19907.5,19755.39,907.58,2244.25,0,127278.99,4195,3283,18218,19277.49,1188.15,2244.25,0
25,253728.49,4996,5873,15074.84,17287.27,1087.48,2807.1,0,214600.65,5914,6674,13062.45,18350.15,1266.04,2807.1,0,220297.69,4119,5747,15028.88,20308.05,1027.62,2807.1,0,240610.12,4419,6867,16171.78,17029.8,883.8,2807.1,0,215614.59,4832,5266,12197.4,17640.36,902,2807.1,0,255929.55,5523,4801,15540.82,15847.22,987.57,2807.1,0
37,266757.61,5026,4995,10499.17,14638.35,725.99,2440.12,0,238147.42,4097,5886,9952.27,12844.03,617.11,2440.12,0,262779.26,4379,4019,11427.8,13513.08,598.83,2440.12,0,272994.31,4270,5300,12128.64,13051.19,817.71,2440.12,0,285494.96,4864,5045,10906.53,15683.12,726.27,2440.12,0,271520.93,5887,4593,11339.89,14504.71,673.06,2440.12,0
44,123876.79,4923,5283,12574.39,15323.12,618.95,2610.78,0,127199.34,5380,6006,14461.76,12969.17,555.07,2610.78,0,129344.74,5713,4862,10754.47,12427.64,610.04,2610.78,0,108914.17,5155,5603,13770.17,14374.34,638.71,2610.78,0,122437.26,4125,5758,10296.18,12848.86,692.05,2610.78,0,148634.44,4972,6154,11438.73,15468.23,543.6,2610.78,0
58,281002.97,4971,5371,16307.51,15889.05,1113.67,2125.46,0,239516.82,4114,5287,13769.9,14923.22,1273.84,2125.46,0,312564.21,4278,5721,16665.18,18128.11,1063.76,2125.46,0,308806.23,4056,5478,14030.72,18862.02,1206.05,2125.46,0,254381.02,5530,4860,13788.29,16118.7,1232.23,2125.46,0,303203.11,5724,5947,15730.3,17803.48,1242.63,2125.46,0
64,266981.73,4982,5316,16701.86,23829.32,949.68,2194.49,0,291373.34,4920,5874,14581.96,19131.77,1061.95,2194.49,0,243858.78,5532,6320,19169.12,21281.11,824.29,2194.49,0,318832.52,4211,4623,15951.83,23278.79,1041.43,2194.49,0,233099.38,4526,6361,17942.79,22733.9,852.5,2194.49,0,256064.1,5128,5067,15755.25,20596.07,819.36,2194.49,0
67,134872.31,5041,5808,9263.41,11718.63,835.68,2632.74,0,140587.88,5406,6710,8778.98,11177.81,740.03,2632.74,0,159252.64,5781,5475,11035.09,10405.65,757.91,2632.74,0,142673.9,5795,4794,11022.36,11411.71,708.66,2632.74,0,129444.39,6039,4747,8229.18,10229.15,737.56,2632.74,0,146845.27,5132,6927,10753.18,13294.45,709.57,2632.74,0
79,188658.7,5007,4328,17414.12,7517.06,1307.22,2016.41,0,206076.56,4113,4919,14838.68,6130.63,1367.42,2016.41,0,207522.36,5027,4961,14149.09,8549.52,1373.14,2016.41,0,199051.8,4258,3890,14870.42,6449.42,1558.91,2016.41,0,209566.12,4073,3902,15309.34,8946.22,1300.61,2016.41,0,205739.04,5265,4317,20027.66,8340.36,1410.93,2016.41,0
82,217409.06,4946,4995,9744.35,9205.01,1085.98,2784.87,0,247980.89,4029,5873,11538.52,8362.35,1235.58,2784.87,0,237856.8,5065,5668,10038.78,9925.81,1056.25,2784.87,0,193435.88,4974,4451,8222.57,9189.18,931.52,2784.87,0,189069.73,5180,5383,10735.44,9207.16,1202.25,2784.87,0,204409.57,4967,5685,9401.25,8610.22,1008.41,2784.87,0
85,159863.25,5026,3238,14909.42,13806.31,1020.29,2520.27,0,168861.22,4757,3531,13481.82,11913.46,902.2,2520.27,0,128920.06,4133,3466,14663.79,14765.74,1147.01,2520.27,0,170988.69,4553,3870,16613.08,13853.18,823.59,2520.27,0,145185,4243,3593,16219.09,14341.95,883.08,2520.27,0,132096.93,5090,3737,15484.77,11950.02,835.28,2520.27,0
86,138262.96,4924,5421,10034.13,7619.29,890.39,3308.3,0,123055.72,5307,5508,9306.77,7627.05,982.8,3308.3,0,150142.4,4433,6037,10843.04,6180.97,937.55,3308.3,0,160942.64,5832,4635,10806.77,7898.22,906.51,3308.3,0,151191.56,5040,6342,8172.88,6395.91,865.97,3308.3,0,156476.3,5621,4518,11478.31,8599.91,733.82,3308.3,0
118,302508.11,4951,5073,14227.15,11723.67,1211.9,2549.96,0,271103.94,5840,5770,15577.19,13457.82,1396.15,2549.96,0,294158.5,5789,4510,11646.96,9814.26,1436.38,2549.96,0,328249.68,5038,5433,17018.46,14007.68,1253.92,2549.96,0,315665.3,4860,4430,12932.9,13858.07,1123.29,2549.96,0,274605.87,5272,5316,15968.66,11151.46,1450.51,2549.96,0
131,110358.71,4971,5081,10641.71,9849.04,860.21,3046.19,0,126273.98,5944,4278,8579.74,8239.33,973.04,3046.19,0,121851.54,5133,5233,11424.19,7973.73,1014.97,3046.19,0,125997.57,5697,4311,9930.91,9048.49,841.55,3046.19,0,102103.92,5949,5837,12589.29,9132.56,750.84,3046.19,0,124047.78,5654,4185,12517.9,10539.58,897.5,3046.19,0
136,282097.35,5114,5309,4575.92,19162.65,1205.95,2508.29,0,253688.06,5524,5983,3963.63,21423.53,1234.64,2508.29,0,297536.28,4555,6168,4716.56,20659.06,1045.54,2508.29,0,307480.91,5467,5020,4268.26,22135.88,1354.87,2508.29,0,337015.59,5764,6304,5199.38,21586.25,1026.51,2508.29,0,241584.02,4670,5426,4627.22,19899.33,1200.55,2508.29,0
143,312686.34,4995,5410,21292.13,15120.65,753.07,2974.61,0,348293.25,5962,5740,18169.69,12238.25,707.96,2974.61,0,311597.41,5268,6491,24319.25,14684.41,613.36,2974.61,0,255102.61,5966,6153,22764.2,13434.17,811.67,2974.61,0,290535.78,4303,5046,17710.04,15636.2,901.68,2974.61,0,352784.17,4612,4431,19259.85,17168.27,885.99,2974.61,0
156,154460.44,5047,4864,9486.62,18295.26,839.24,2448.9,0,135768.33,4538,4952,8801.72,19750.02,714.58,2448.9,0,147909.81,5899,4347,9285.43,21331.14,744.62,2448.9,0,131174.7,4836,5328,8236.64,19823.12,899.69,2448.9,0,154126.57,5175,4091,9717.46,16053.85,892.86,2448.9,0,176904.86,5419,4277,8894.85,16279.82,876.39,2448.9,0
160,231610.42,5038,4439,10839.22,11021.12,850.53,2214.94,0,258335.67,4843,5318,11169.9,10651.55,743.91,2214.94,0,244520.27,4974,3905,12822.43,9093.5,878.81,2214.94,0,220999.37,5002,4473,12818.67,12975.18,756.46,2214.94,0,205309.13,4429,4517,11540.98,10848.53,766.53,2214.94,0,233604.79,5372,4917,12572.46,11490.56,970.2,2214.94,0
174,118137.16,5006,4136,9846.6,5613.93,916.86,2553.26,0,99829.63,4789,3439,9599.04,4918.07,767.34,2553.26,0,118934.74,5374,3604,11496.27,6658.99,1051.4,2553.26,0,128506.61,5671,3435,11614.21,6271.15,878.29,2553.26,0,105246.1,5058,4909,11643.01,5839.42,1080.98,2553.26,0,126263.81,5194,4782,10334.02,4902.39,850.07,2553.26,0
196,259819.18,4905,5102,13290.46,18340.94,856.58,2047.21,0,220913.37,4222,5779,14030.05,19193.51,817.31,2047.21,0,254040.21,4809,5374,11610.4,15685.79,801.83,2047.21,0,252640.71,4477,4438,14103.31,15674.59,945.36,2047.21,0,241906.2,5436,4500,11093.22,20930.31,701.26,2047.21,0,267261.85,4488,6013,13323.73,17461.17,797.98,2047.21,0
203,163618.09,5092,3329,7522.21,6530.32,531.19,2155.46,0,182068.47,4264,3118,8643.73,7301.56,567.56,2155.46,0,133841.24,4991,2865,7818.59,6330.94,463.16,2155.46,0,181208.07,4553,3289,8609.91,6120.29,519.34,2155.46,0,178959.2,5101,3259,6462.4,5852.77,622.63,2155.46,0,176737.65,5776,3751,6632.24,6729.97,541.43,2155.46,0
204,228949.9,5066,3585,7392.59,13715.98,1121.36,2331.02,0,263860.48,5022,3995,8260.96,15929.24,1054.25,2331.02,0,242743.68,4818,4151,6932.67,12076.79,1298.22,2331.02,0,205184.56,4928,3645,6550.53,14995.81,1265.61,2331.02,0,188042.13,4209,2961,8844.61,14548.75,1003,2331.02,0,237440.35,4377,3988,5957.34,15919.88,965.28,2331.02,0
215,287003.99,5030,4104,18292.8,9794.85,1307.99,2592.29,0,291054.32,4198,4815,16585.05,11189.58,1454.27,2592.29,0,240725,4163,3609,20784.9,9451.83,1410.16,2592.29,0,280130.83,4519,3618,18467.78,10767.22,1276.29,2592.29,0,317590.8,4713,4165,17987.47,11290.12,1063.95,2592.29,0,282284.96,5394,4257,16575.88,11471.54,1536.07,2592.29,0
222,287606.65,4966,5074,9392.1,10006.9,554.01,3069.19,0,241496.76,4961,4700,8126.53,10778.92,654.42,3069.19,0,254369.63,4127,4832,7906.62,9936.55,571.49,3069.19,0,311723.66,5609,5524,8819.04,11280.35,455.3,3069.19,0,256556.85,5488,4452,8065.7,11825.93,482.67,3069.19,0,252307.11,4783,5325,9119.41,11182.63,620.58,3069.19,0
224,202848.72,5056,4387,12570.86,5176.72,868.81,2795.93,0,216334.4,4821,4297,11687.28,5643.32,723.88,2795.93,0,234314.8,4516,3756,13994.78,5139.25,937.82,2795.93,0,209760.76,4910,3807,11845.11,5153.36,806.59,2795.93,0,213194.6,4464,3631,13039.62,4454.74,977.7,2795.93,0,184123.72,4179,3740,11463.01,4311.96,824.92,2795.93,0
238,154305.23,4924,5096,11455.64,4428.28,1280.23,2251.07,0,152582.8,4110,5682,11901.84,3588.02,1132.17,2251.07,0,167708.89,4582,4228,13328.76,4115.52,1477.8,2251.07,0,160487.07,5197,5716,12586.15,5149.2,1278,2251.07,0,139184.74,4518,6086,9688.23,3554.83,1532.39,2251.07,0,129053.9,4883,5683,13716.44,3898.9,1065.06,2251.07,0
249,237255.35,4961,4771,8837.33,8444.48,711.37,2391.52,0,255093.8,5147,4962,10234.33,9762.83,773.4,2391.52,0,279891.64,4597,4974,9194.43,9718.98,677.23,2391.52,0,265187.07,5936,4102,9138.84,7350.15,692.85,2391.52,0,260222.49,4604,5556,9773.49,8226.1,759.79,2391.52,0,242761.07,4948,5565,8965.75,7543.15,714.79,2391.52,0
253,207025.99,5085,6018,5835.41,7472.76,901.04,2803.47,0,176123.56,4858,6426,6242.51,8964.72,990.19,2803.47,0,227274.37,4833,6378,4886.28,6692.05,1017.07,2803.47,0,208668.76,6041,6369,6608.68,7025.76,904.71,2803.47,0,241975.98,4330,6324,6304.29,7480.92,1031.01,2803.47,0,231164.19,5345,6244,5443.01,6908.63,759.59,2803.47,0
255,182418.34,4958,5410,13632.94,8120.24,774.78,2275.04,0,190651.29,4672,4740,13563.11,9139.76,919.88,2275.04,0,184931.05,4177,4631,11234.53,8391.42,923.24,2275.04,0,212454.18,4809,5258,13636.07,9127.8,815.08,2275.04,0,171571.53,5062,4453,13430.2,7102.79,672.42,2275.04,0,208427.72,4671,4706,13200.56,7139.45,704.21,2275.04,0
264,106713.66,5056,5047,13641.08,15852.94,767.67,2417.54,0,93345.6,4635,4784,15222.67,15439.84,666.91,2417.54,0,112345.36,5602,5371,11434.24,15801.62,881.44,2417.54,0,92118.41,5616,4934,13274.72,13837.03,778.73,2417.54,0,121661.61,5051,5154,11186.12,18448.22,771.93,2417.54,0,112860.04,4631,5928,11582.04,17452.71,917.38,2417.54,0
265,268472.54,4889,4002,8546.72,14724.26,594.77,2412.26,0,251488.29,4616,4789,10228.16,13751.56,541.16,2412.26,0,298635.29,5220,4506,8565.54,16938.02,642.39,2412.26,0,307300.14,5457,4716,9387.5,16792.44,551.11,2412.26,0,234790.43,5216,4452,6887.53,14446.38,712.15,2412.26,0,274429.24,4602,3406,8005.73,12607.77,485.06,2412.26,0
273,190560.25,4995,4480,6878.4,8893.25,674.91,2506.28,0,164504.9,4701,4705,7272.22,9545.88,612.54,2506.28,0,221039.14,4504,3643,6934.22,7712.52,636,2506.28,0,171204.12,4236,4400,6722.72,10097.39,789.94,2506.28,0,190780.87,5928,3929,7934.17,7961.5,767.13,2506.28,0,179135.76,4524,4087,8168.61,9158.74,651.21,2506.28,0
275,192925.21,4938,6244,10241.04,8543.29,874.43,2262.8,0,202351.09,5317,6657,9983.9,7525.28,931.84,2262.8,0,155010.37,5210,5126,10923.8,8155.22,853.32,2262.8,0,225396.07,4842,5133,10018.1,6873,727.3,2262.8,0,182235.46,5044,5719,11456.64,8703.65,880.38,2262.8,0,176934.52,4643,6870,11814.8,7915.8,748.51,2262.8,0
289,272384.21,4982,5576,21069.66,8800.05,943,3051.6,0,287154.44,5048,5399,18911.44,7105.58,889.53,3051.6,0,244178.37,5820,6255,25062.75,8676.36,1098.81,3051.6,0,255855.1,4137,4818,16991.42,8889.54,982.66,3051.6,0,258970.04,4259,5100,17901.11,7352.13,940.22,3051.6,0,282714.01,5889,6660,22724.92,9807.22,804.1,3051.6,0
297,134950.58,4975,5899,14932.51,29390.41,1211.44,2999.88,0,128265.07,4478,5886,15442.69,31811.67,1416.33,2999.88,0,136734.93,5468,5163,17524.89,34165.15,1334.33,2999.88,0,151029.16,5637,5339,14967.27,34510.36,1354.05,2999.88,0,147210.89,4172,6616,16540.52,33547.27,991.66,2999.88,0,159817.51,4995,5784,13316.65,34387.96,1328.53,2999.88,0
304,296939.38,4950,6175,12013.02,13596.43,1021,2925.96,0,266389.15,5003,6019,11145.62,12611.67,904.24,2925.96,0,244206.05,4566,6176,11199.83,13037.26,855.82,2925.96,0,280081.59,4565,6104,10685.31,13915.03,947.54,2925.96,0,287896.41,5637,5737,12063.57,13624.16,1054.56,2925.96,0,336656.57,4050,6380,13601.4,11304.17,1186.45,2925.96,0
319,148325.73,5095,5695,4679.12,8732.16,1030.74,2930.92,0,167851.33,4350,6736,3855.13,8731.13,981.73,2930.92,0,157117.77,4320,6505,4965.34,8613.06,1205.5,2930.92,0,119528.47,5547,6209,5447.08,7991.26,1078.69,2930.92,0,124629,4803,6522,4773.2,10463.19,1117.23,2930.92,0,170780.74,5660,5328,5178.3,10280.51,1166.89,2930.92,0
348,149454.52,5090,5443,15622.85,14349.76,647.16,2089.25,0,161815.87,6103,6165,14687.7,11719.82,585.68,2089.25,0,156900.56,5836,5243,17506.64,15698.57,533.01,2089.25,0,138552.87,4678,4637,18313.56,14335.23,547.64,2089.25,0,139411.51,4472,4396,18446.74,12166.45,662.1,2089.25,0,122321.85,4996,6406,15032.44,14678.6,720.74,2089.25,0
352,200902.27,4942,3864,4008.44,11477.68,1307.11,2003.97,0,177683.1,5695,4388,3621.57,11311.11,1278.28,2003.97,0,164127.12,4769,3329,3653.11,11259.96,1155.98,2003.97,0,195226.94,5575,3226,3415.48,10233.03,1523.63,2003.97,0,186986.1,5872,4018,4353.91,10425.05,1124.73,2003.97,0,198061.45,5576,3994,4040.71,10413.49,1519.4,2003.97,0
354,228416.46,4999,5460,19192.55,14711.78,1107.02,2661.62,0,189687.14,5570,5063,19347.43,13860.19,1302.34,2661.62,0,215987.99,5589,4555,18040.61,15968.2,1320.28,2661.62,0,220151.46,5075,4718,17261.31,15059,911.99,2661.62,0,210679.65,4780,5916,19179.28,12545.26,1327.52,2661.62,0,271043.26,4212,6336,21106.78,17557.58,1042.78,2661.62,0
356,145082.26,4990,4148,10552.79,4190.41,1245.68,2572.65,0,141027.12,4555,4456,9793.72,4092.72,1286.28,2572.65,0,159280.54,5274,3920,12336.98,4010.86,1373.76,2572.65,0,142357.95,4551,3974,12027.45,3414.21,1081.21,2572.65,0,141886.99,4456,3621,11558.48,5000.26,1031.12,2572.65,0,160224.9,4396,4483,8833.3,4953.1,1454.55,2572.65,0
367,108655.07,5131,5728,6210.48,4832.19,1075.61,2272.75,0,120367.38,4989,6819,7095.7,5097.5,1240.9,2272.75,0,118559.94,4927,5071,6581.39,4188.06,1133.41,2272.75,0,120977.35,5273,5592,5077.3,4462.29,1063.23,2272.75,0,99975.31,4218,5276,7138.12,4293.96,1282.84,2272.75,0,124394.73,4385,5786,5193.27,4299.3,1018.29,2272.75,0
374,170874.43,4909,3296,13484.24,7409.23,1068.32,2666.77,0,162830.51,5839,3669,14762.79,6685.45,1167.57,2666.77,0,163997.91,4990,3595,14361.14,7951.25,1052.37,2666.77,0,166974.25,4627,3803,14089.16,8478.12,1174.72,2666.77,0,138970.97,3967,2832,16050.62,7382.9,1153.03,2666.77,0,147018.29,5753,3861,12159.11,7698.69,967.41,2666.77,0
387,119666.83,5040,4471,4035.26,9786.33,1071.38,2977.26,0,97059.76,5156,4552,4393.5,8292.27,952.76,2977.26,0,140950.51,4767,4079,4159.34,9743.83,1275.38,2977.26,0,101028.92,5110,4465,4421.13,9513.11,1031.49,2977.26,0,128212.28,4100,3652,4425.31,10753.26,1072.11,2977.26,0,105200.95,5073,4467,3751.88,8531.55,1007.76,2977.26,0
391,322770.8,4995,3926,4357.22,13315.29,1375.41,2217.54,0,320330.59,5262,3691,4847.68,14766.45,1281.28,2217.54,0,384982.21,4682,4186,4976.15,12084.68,1561.2,2217.54,0,261584.69,4300,3220,4556.42,11638.34,1587.7,2217.54,0,301196.61,5147,3666,4596.26,15389.38,1128.19,2217.54,0,270963.9,5465,3597,4362,15013.92,1455.45,2217.54,0
392,265172.07,5029,6510,7378.49,11220.59,1278.16,2079.5,0,245262.16,4714,6184,7198.41,9190.36,1140.86,2079.5,0,255957.68,4275,6960,8750.44,13024.19,1245.13,2079.5,0,233176.22,4137,6982,8692.7,10747.78,1103.12,2079.5,0,250570.9,5185,6362,6621.57,9598.41,1312.99,2079.5,0,260090.38,5227,7051,5935.13,10727.85,1338.11,2079.5,0
