"outlierScore","ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
0.782066748255417,31714,4135.04,192,587,1501.76,2129.3,568.46,6662.78,0,3395.52,175,505,1412.81,2102.61,630.53,6662.78,0,4478.27,181,539,1311.15,2194.57,611.24,6662.78,0,20624.43,836,2903,7493.35,6586.16,2712.35,6662.78,0,20375.31,713,2829,6122.34,7747.49,2158.52,6662.78,0,20164.33,804,2607,6592.32,9461.18,2208.26,6662.78,0
0.781307626034685,86467,3779.3,196,456,1820.78,2704.94,1317.79,6593.05,0,3961.96,185,506,1897.93,2882.24,1326.31,6593.05,0,3436.17,163,406,1706.56,2317.94,1569.19,6593.05,0,12731.24,941,1874,8696.26,8417.02,5005.74,6593.05,0,16451.34,721,1898,8558.02,11327.23,4249.36,6593.05,0,15262.64,748,1541,5884.5,13227.3,4580.48,6593.05,0
0.778058403794358,54353,3935.16,195,597,1775.47,2118.16,1018.5,6108.8,0,4123.01,189,659,1898.48,2032.55,1184.08,6108.8,0,4398.98,168,552,1615.72,1948.97,879.37,6108.8,0,15307.35,915,2924,7469.03,9416.08,4448.46,6108.8,0,17750.5,966,1839,8394.94,8515.28,4864.32,6108.8,0,19653.54,595,2587,7768.94,7826.79,4770.25,6108.8,0
0.776450083122017,77244,3959.1,202,459,1818.77,2036.81,520.87,4800.16,0,4585.65,238,533,1561.66,2347.5,447.07,4800.16,0,3196.75,189,507,1546.93,2426.94,580.02,4800.16,0,19480.33,736,1751,6499.82,9928.12,2042.36,4800.16,0,17055.08,986,2223,8646.78,8418.09,1890.87,4800.16,0,13878.86,725,1505,7274.69,6300.24,2088.46,4800.16,0
0.773560972013353,62276,3742.84,202,318,543.52,1239.01,1514.28,7911.17,0,3703.08,176,328,458.96,1020.81,1527.51,7911.17,0,4212.75,231,285,507.17,1312.87,1546.42,7911.17,0,16478.81,721,1059,2099.14,3897.86,6943.18,7911.17,0,14609.16,928,1438,1935.1,5480.88,4794.76,7911.17,0,12065.49,658,1475,2470.9,4156.09,7201.4,7911.17,0
0.77256592934638,48574,4051.88,199,463,1655.32,2656.65,1112.37,5320.93,0,3809.12,223,393,1459.06,2239.24,1184.57,5320.93,0,4305.97,176,376,1888.75,2452.23,1252.85,5320.93,0,19654.46,821,1839,8173.97,11385.09,5484.87,5320.93,0,13620.19,818,1633,7974.82,9970.73,5558.66,5320.93,0,16359.06,804,1836,5897.75,12090.78,4255.93,5320.93,0
0.772346556149584,74525,3334.57,182,470,1182.09,2045.01,1434.37,4821.39,0,3282.2,200,471,1030.45,1701.77,1537.68,4821.39,0,2733.2,163,411,1218.24,2356.61,1664.86,4821.39,0,14816.03,595,2002,3970.96,9658.91,4329.06,4821.39,0,15524.87,655,2208,5611.94,8098.38,6883.93,4821.39,0,14803.25,553,2016,5357.52,10035.06,7054.46,4821.39,0
0.771991962168577,12206,4402.29,202,373,2055.84,866.29,505.07,3221.76,0,3751.47,180,333,1860.05,911.43,519.86,3221.76,0,3859.8,214,375,2137.26,1027.36,463.52,3221.76,0,21489.85,806,1191,7763.24,4213.49,1966.71,3221.76,0,16551.81,712,1172,8030.78,4125.1,1769.07,3221.76,0,17133.56,856,1807,6442.38,3611.75,1961.16,3221.76,0
0.771273541390198,46916,4027.05,219,478,341.06,1344.94,1519.84,6594.27,0,3523.34,208,535,379.04,1139.17,1767.2,6594.27,0,4615.76,253,485,273.21,1224.21,1625.26,6594.27,0,18607.94,990,2233,1232.77,6650.5,5772.75,6594.27,0,16544.75,694,1604,1508.9,4686.71,7442.95,6594.27,0,18529.19,975,2133,1445.53,5836.6,7096.8,6594.27,0
0.770486102555304,54911,4512.79,191,413,2636.81,1997.74,844.87,6763.89,0,3683.3,220,334,2641.89,1938.79,803.66,6763.89,0,5203.95,227,403,2535.01,2171.64,717.74,6763.89,0,19635.85,907,1746,11865.12,8173.75,2753.8,6763.89,0,15864.5,815,1310,12584.61,9165.53,4210.3,6763.89,0,21772.69,908,1519,9556.92,7343.59,3221.2,6763.89,0
0.767126908754773,32809,3229.92,220,259,54.97,199.76,881.59,5688.05,0,2990.77,251,288,49.42,180.2,753.72,5688.05,0,3791.34,231,233,62.22,185.55,845.47,5688.05,0,9892.02,764,918,171.62,817.23,4124.41,5688.05,0,10037.22,950,959,258.43,810.77,3173.89,5688.05,0,11026.63,714,930,218.96,969.69,3701.58,5688.05,0
0.761651034321195,6295,4355.83,190,699,1447.36,1822.23,967.99,7414.52,0,4399.13,163,809,1691.34,1730.75,876.71,7414.52,0,3868.54,160,705,1438.41,2085.62,777.11,7414.52,0,16885.33,938,3408,6299.5,7256.95,4083.59,7414.52,0,17768.74,573,2527,6469.04,9000.69,2946.76,7414.52,0,15611.34,911,3446,4583.35,7323.02,2947.15,7414.52,0
0.760829568490078,19762,4248.82,217,681,1018.67,2236.16,776.66,7538.47,0,3896.28,216,593,1012.36,2156.45,916.54,7538.47,0,5069.95,223,738,1053.82,2324.35,930.85,7538.47,0,15970.63,914,2496,4434.84,9779.98,2938.42,7538.47,0,16665.32,1020,3357,3871.59,11008.27,3374.96,7538.47,0,17339.32,809,2353,3136.41,7120.75,2872.82,7538.47,0
0.760124206659339,22800,4315.87,191,565,696.54,2212.91,1376.27,5952.92,0,4003.07,157,518,814.26,2192.64,1499.36,5952.92,0,3869.19,195,507,806.45,2180.94,1230.52,5952.92,0,14956.46,740,1978,2394.18,9317,6794.93,5952.92,0,16792.29,689,2537,2930.51,9070.82,5813.38,5952.92,0,16114.73,651,2474,3231.9,10706.89,6498.57,5952.92,0
0.757552430559591,63456,4359.92,220,699,1516.13,1563.92,1214.88,6157.64,0,4521.75,253,673,1448.5,1527.58,1063.14,6157.64,0,4673.86,230,719,1760.9,1742.03,1387.39,6157.64,0,20197.37,1073,3442,7039.28,7540.77,6045.84,6157.64,0,18268.31,941,2600,7535.43,6346.78,3799.83,6157.64,0,17780.12,697,2794,5439.04,7576.53,5143.62,6157.64,0
0.756231374371493,80888,4473.6,198,545,870.97,3302.56,898.21,5045.76,0,4816,226,630,759.73,2925.31,940.04,5045.76,0,3680.38,222,492,815.74,2799.23,805.17,5045.76,0,22201.39,848,1989,2965.02,10203.2,4326.29,5045.76,0,13917.46,825,2310,3367.58,15820.65,3158.41,5045.76,0,18776.09,843,2289,3152.31,15969.04,2986.63,5045.76,0
0.75456181987813,15418,4159.99,184,719,2158.69,868.89,1419.27,4500.5,0,4875.02,162,583,2027.02,865.82,1565.98,4500.5,0,3633.78,219,678,1844.64,784.79,1159.31,4500.5,0,17063.44,782,2798,8418.61,3558.51,6971.93,4500.5,0,13615.51,725,2823,9004.77,4328.3,6879.56,4500.5,0,14814.5,883,2171,9353.93,4336.55,4855.43,4500.5,0
0.751445808332691,74377,3855.43,197,269,1735.66,2728,675.39,6332.93,0,3408.06,183,253,1571.63,2776.22,618.83,6332.93,0,3628.78,236,234,1452.76,3044.17,741.24,6332.93,0,17949.85,845,1313,5721.95,11413.83,3360.37,6332.93,0,17787.84,707,1002,8667.86,12979.39,2278.18,6332.93,0,15917.74,971,1002,7191.56,12908.93,2590.89,6332.93,0
0.751289358846184,37223,4250.9,197,227,381.42,55.35,945.55,6342.37,0,4794.13,181,216,419.97,61.46,944.69,6342.37,0,4981.69,199,261,399.57,50.02,887.54,6342.37,0,15586.31,634,739,1309.04,193.26,3676.58,6342.37,0,15641.17,618,850,1481.76,262.53,3359.08,6342.37,0,14375.31,776,975,1304.48,228.37,4273.21,6342.37,0
0.749481902718856,69366,4630.04,198,525,2033.81,1929.95,1441.65,6295.75,0,4839.78,212,624,2024.58,1750.14,1303.37,6295.75,0,5331.51,201,435,2091.38,1562.31,1282.2,6295.75,0,22013.41,933,1690,9368.72,8117.72,5022.2,6295.75,0,16681.81,737,1926,6536.23,6252.71,6535.14,6295.75,0,14617.21,674,1743,9270.07,9166.16,4644.02,6295.75,0
0.749469822451155,57034,3247.05,218,267,2820.46,2190.65,980.78,5279.98,0,3336.74,194,285,2915.2,2312.68,945.6,5279.98,0,3170.29,178,317,3118.13,1808.22,1042.01,5279.98,0,15824.44,1083,1314,12605.92,10620.8,2984.44,5279.98,0,11896.96,954,1169,8701.44,9040.03,4800.83,5279.98,0,13598.48,769,871,11981.09,8391.26,4830.74,5279.98,0
0.747756297285001,12654,3660.44,213,340,311.91,288.71,1523.26,5193.87,0,3313.18,243,285,373.46,249.29,1265.56,5193.87,0,4079.76,227,377,300.22,288.95,1613.96,5193.87,0,14095.33,882,1647,1537.04,1063.08,7435.59,5193.87,0,15528.04,644,1499,1503.62,872.55,7298.23,5193.87,0,16787.4,944,1139,948.95,870.52,4854.39,5193.87,0
0.746268589762996,96025,4201.63,204,596,1180.49,1132.88,1601.29,6464.42,0,3904.38,207,675,1410.11,1343.65,1467.26,6464.42,0,3450.73,237,539,1344.64,909.93,1825.47,6464.42,0,18936.99,1005,2796,5699.08,4622.54,6403.31,6464.42,0,20535.98,899,2179,4178.87,5478.49,7566.91,6464.42,0,20169.66,1016,2080,3869.52,4651.91,5030.89,6464.42,0
0.744604416389861,90858,3663.34,197,292,1750.07,1638.26,1506.32,3927.46,0,3815.45,194,349,2009.96,1590.82,1579.73,3927.46,0,3442.2,190,251,2085.24,1946.31,1484.01,3927.46,0,18070.2,872,1352,7798.01,8101.22,7081.65,3927.46,0,16852.48,917,1374,7408.42,6959.01,7491.16,3927.46,0,16570.83,763,974,5895.52,5179.29,6427.69,3927.46,0
0.74443084287048,51172,3649.88,203,506,1554.85,2255.69,1204.59,6607.82,0,3266.63,188,521,1338.28,2103.85,1309.98,6607.82,0,3060.72,229,445,1404.36,2170.82,1403.12,6607.82,0,13197.45,754,2506,6745.85,9726.51,5823.43,6607.82,0,13946.55,845,2503,5110.52,8496.61,5774.89,6607.82,0,17265.6,755,2334,6086.91,7078,4543.08,6607.82,0
0.741064435915465,29392,3954.39,183,408,2209.04,2515.81,725.88,5173.01,0,3579.37,158,375,1887.71,2872.95,863.05,5173.01,0,4198.88,166,410,2624.43,2134.81,707.6,5173.01,0,19040.99,581,1513,8577.44,12536.02,3428.37,5173.01,0,11984.15,617,1317,8232.74,10947.69,2838.58,5173.01,0,12973.48,655,2022,7880.36,10855.69,2313.52,5173.01,0
